FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
21920,505472,D,1/21/14 0:00,60,M,Unknown
21919,505473,D,1/23/14 0:00,39,M,Permanent Home
21918,505474,D,1/24/14 0:00,60,M,Unknown
21913,505476,D,2/3/14 0:00,79,M,Unknown
21911,505476,D,2/4/14 0:00,73,M,Permanent Home
21912,505476,D,2/4/14 0:00,96,F,Permanent Home
21916,505478,D,2/16/14 0:00,80,M,Unknown
21917,505479,D,2/27/14 0:00,64,F,Permanent Home
22742,505635,I,5/23/14 0:00,94,F,Mobile/Trailer Home
22580,505782,D,3/22/14 0:00,45,F,Unknown
22581,505782,D,3/22/14 0:00,55,M,Unknown
22582,505782,D,3/22/14 0:00,69,F,Unknown
22583,505782,D,3/22/14 0:00,5,F,Unknown
22584,505782,D,3/22/14 0:00,66,M,Unknown
22585,505782,D,3/22/14 0:00,41,M,Unknown
22586,505782,D,3/22/14 0:00,71,M,Unknown
22587,505782,D,3/22/14 0:00,46,F,Unknown
22588,505782,D,3/22/14 0:00,47,M,Unknown
22589,505782,D,3/22/14 0:00,49,M,Unknown
22590,505782,D,3/22/14 0:00,21,M,Unknown
22591,505782,D,3/22/14 0:00,59,F,Unknown
22592,505782,D,3/22/14 0:00,6,M,Unknown
22593,505782,D,3/22/14 0:00,55,F,Unknown
22594,505782,D,3/22/14 0:00,31,F,Unknown
22595,505782,D,3/22/14 0:00,64,F,Unknown
22596,505782,D,3/22/14 0:00,0,F,Unknown
22597,505782,D,3/22/14 0:00,63,M,Unknown
22598,505782,D,3/22/14 0:00,58,F,Unknown
22599,505782,D,3/22/14 0:00,65,M,Unknown
22600,505782,D,3/22/14 0:00,60,M,Unknown
22601,505782,D,3/22/14 0:00,23,M,Unknown
22602,505782,D,3/22/14 0:00,65,M,Unknown
22603,505782,D,3/22/14 0:00,19,F,Unknown
22604,505782,D,3/22/14 0:00,34,F,Unknown
22605,505782,D,3/22/14 0:00,13,M,Unknown
22606,505782,D,3/22/14 0:00,67,F,Unknown
22607,505782,D,3/22/14 0:00,75,M,Unknown
22608,505782,D,3/22/14 0:00,61,F,Unknown
22609,505782,D,3/22/14 0:00,30,M,Unknown
22610,505782,D,3/22/14 0:00,2,F,Unknown
22611,505782,D,3/22/14 0:00,58,M,Unknown
22612,505782,D,3/22/14 0:00,74,M,Unknown
22613,505782,D,3/22/14 0:00,91,F,Unknown
22614,505782,D,3/22/14 0:00,55,M,Unknown
22615,505782,D,3/22/14 0:00,14,M,Unknown
22616,505782,D,3/22/14 0:00,52,M,Unknown
22617,505782,D,3/22/14 0:00,64,F,Unknown
22618,505782,D,3/22/14 0:00,4,M,Unknown
22619,505782,D,3/22/14 0:00,52,M,Unknown
22620,505782,D,3/22/14 0:00,53,F,Unknown
22621,505782,D,3/22/14 0:00,44,F,Unknown
22622,505782,D,3/22/14 0:00,53,M,Permanent Home
21927,505992,D,3/12/14 0:00,55,M,Outside/Open Areas
21929,506142,D,3/12/14 0:00,25,M,Vehicle/Towed Trailer
22021,506440,D,5/14/14 0:00,40,M,Outside/Open Areas
22019,506803,D,5/9/14 0:00,60,M,Under Tree
22020,506947,D,5/14/14 0:00,71,M,Outside/Open Areas
22108,507051,D,1/14/14 0:00,54,F,Outside/Open Areas
22145,507055,I,3/26/14 0:00,43,M,Permanent Structure
22146,507055,I,3/26/14 0:00,33,M,Permanent Structure
22772,507096,D,4/6/14 0:00,9,F,Outside/Open Areas
22238,507341,D,3/10/14 0:00,27,M,Outside/Open Areas
22665,507405,I,3/2/14 0:00,35,F,Vehicle/Towed Trailer
22239,507521,D,3/30/14 0:00,28,M,Outside/Open Areas
22908,508158,D,4/28/14 0:00,53,F,Business
22906,508158,D,4/28/14 0:00,60,M,Permanent Home
22907,508158,D,4/28/14 0:00,38,M,Permanent Home
22909,508158,D,4/28/14 0:00,61,M,Permanent Home
22910,508158,D,4/28/14 0:00,64,F,Permanent Home
22911,508158,D,4/28/14 0:00,31,F,Permanent Home
22912,508158,D,4/28/14 0:00,44,M,Permanent Home
22913,508158,D,4/28/14 0:00,8,M,Permanent Home
22914,508158,D,4/28/14 0:00,85,F,Permanent Home
22915,508158,D,4/28/14 0:00,55,F,Permanent Home
22623,508174,I,3/1/14 0:00,52,F,Vehicle/Towed Trailer
22626,508342,D,3/29/14 0:00,,M,In Water
22627,508342,D,3/29/14 0:00,,M,In Water
22624,508343,D,3/30/14 0:00,,F,In Water
22916,508388,D,4/28/14 0:00,49,F,Vehicle/Towed Trailer
22629,508619,D,3/13/14 0:00,74,M,Permanent Home
22628,508725,I,3/1/14 0:00,1,F,Vehicle/Towed Trailer
22927,529772,D,6/24/14 0:00,34,M,Vehicle/Towed Trailer
22928,529772,D,6/24/14 0:00,28,F,Vehicle/Towed Trailer
22929,530105,D,5/31/14 0:00,24,M,In Water
23026,530566,D,7/11/14 0:00,48,F,Under Tree
22930,530675,D,6/17/14 0:00,24,F,Vehicle/Towed Trailer
22933,530799,I,6/18/14 0:00,46,M,Outside/Open Areas
22937,530894,D,5/22/14 0:00,44,M,Vehicle/Towed Trailer
22940,531423,D,6/30/14 0:00,63,M,Outside/Open Areas
23038,531457,D,6/2/14 0:00,18,M,In Water
22943,531458,D,6/13/14 0:00,17,M,In Water
22945,531645,D,7/11/14 0:00,42,F,Outside/Open Areas
22946,531646,D,7/12/14 0:00,52,M,Outside/Open Areas
22948,531795,D,7/22/14 0:00,10,F,In Water
22984,532334,D,7/1/14 0:00,16,M,Under Tree
22957,532943,D,7/11/14 0:00,,M,Outside/Open Areas
