FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
5907,200978,D,1/2/10 0:00,28,M,Outside/Open Areas
5949,201328,D,1/9/10 0:00,58,M,Outside/Open Areas
6231,201898,I,1/7/10 0:00,75,F,Vehicle/Towed Trailer
5957,202718,I,1/7/10 0:00,41,F,Outside/Open Areas
5958,202773,I,1/8/10 0:00,58,F,Outside/Open Areas
6281,203220,D,1/25/10 0:00,86,M,Outside/Open Areas
6391,203360,I,1/26/10 0:00,85,M,Outside/Open Areas
6326,203409,I,1/9/10 0:00,49,M,Mobile/Trailer Home
6002,203520,I,1/20/10 0:00,,,Permanent Home
6341,204129,I,1/23/10 0:00,31,M,Outside/Open Areas
6081,204606,D,1/12/10 0:00,85,F,Permanent Home
6082,204607,D,1/21/10 0:00,61,F,Outside/Open Areas
6107,205181,D,2/4/10 0:00,55,M,Vehicle/Towed Trailer
6108,205222,D,2/6/10 0:00,50,M,Outside/Open Areas
6122,205518,D,1/24/10 0:00,65,M,In Water
6501,205568,D,2/10/10 0:00,51,M,Outside/Open Areas
6296,205842,I,2/3/10 0:00,39,M,Vehicle/Towed Trailer
6148,205975,D,2/11/10 0:00,45,M,In Water
6140,206027,I,1/27/10 0:00,88,F,Outside/Open Areas
6139,206035,I,2/4/10 0:00,45,F,Vehicle/Towed Trailer
6387,206843,I,1/7/10 0:00,43,M,Vehicle/Towed Trailer
6186,208054,D,2/21/10 0:00,30,M,Outside/Open Areas
6195,208235,I,2/15/10 0:00,45,M,Outside/Open Areas
6194,208252,I,2/15/10 0:00,35,F,Vehicle/Towed Trailer
6320,208256,I,2/14/10 0:00,20,F,Vehicle/Towed Trailer
6321,208256,I,2/15/10 0:00,57,M,Vehicle/Towed Trailer
6202,208476,I,1/20/10 0:00,51,M,Vehicle/Towed Trailer
6228,209481,I,1/18/10 0:00,46,M,Vehicle/Towed Trailer
6359,209683,I,1/7/10 0:00,19,M,Vehicle/Towed Trailer
6360,209689,I,1/7/10 0:00,75,M,Vehicle/Towed Trailer
6278,209886,D,2/17/10 0:00,54,M,In Water
6322,210174,I,1/8/10 0:00,99,F,Permanent Home
6324,210192,D,1/8/10 0:00,71,M,Outside/Open Areas
6283,210848,D,1/22/10 0:00,54,M,Outside/Open Areas
6336,210909,D,1/24/10 0:00,42,M,Outside/Open Areas
6337,210910,D,1/27/10 0:00,51,M,Outside/Open Areas
6338,210915,D,1/29/10 0:00,48,M,Outside/Open Areas
6290,211011,D,1/28/10 0:00,92,F,Outside/Open Areas
6331,211032,I,1/18/10 0:00,70,F,Vehicle/Towed Trailer
6332,211032,I,1/18/10 0:00,75,F,Vehicle/Towed Trailer
6333,211032,I,1/18/10 0:00,68,F,Vehicle/Towed Trailer
6481,211038,D,3/10/10 0:00,79,M,Permanent Home
6307,211096,I,1/29/10 0:00,,,Vehicle/Towed Trailer
6297,211235,D,1/19/10 0:00,,F,Mobile/Trailer Home
6378,211312,I,3/14/10 0:00,60,M,Vehicle/Towed Trailer
6342,211316,I,1/28/10 0:00,31,M,Vehicle/Towed Trailer
6298,211467,I,2/8/10 0:00,,M,Outside/Open Areas
6299,211471,D,1/3/10 0:00,51,M,Outside/Open Areas
6300,211471,D,1/4/10 0:00,55,M,Outside/Open Areas
6301,211471,D,1/4/10 0:00,68,M,Permanent Home
6303,211472,D,1/7/10 0:00,76,M,Camping
6306,211473,D,1/10/10 0:00,54,F,Permanent Home
6316,211542,I,1/20/10 0:00,38,F,Vehicle/Towed Trailer
6317,211648,I,2/22/10 0:00,20,M,Vehicle/Towed Trailer
6357,211712,I,1/7/10 0:00,40,M,Vehicle/Towed Trailer
6469,211810,I,1/7/10 0:00,50,M,Vehicle/Towed Trailer
6482,211818,I,1/7/10 0:00,11,M,Vehicle/Towed Trailer
6500,211827,I,1/7/10 0:00,33,M,Vehicle/Towed Trailer
6325,212034,I,1/20/10 0:00,23,M,Vehicle/Towed Trailer
6327,212296,I,1/30/10 0:00,22,M,Outside/Open Areas
6328,212380,D,1/4/10 0:00,,M,Outside/Open Areas
6330,212392,D,1/12/10 0:00,77,M,Permanent Structure
6375,212438,I,2/15/10 0:00,20,F,Vehicle/Towed Trailer
6376,212446,I,2/15/10 0:00,49,F,Vehicle/Towed Trailer
6574,212587,D,3/25/10 0:00,19,M,Boating
6472,212785,D,2/11/10 0:00,80,M,Outside/Open Areas
6473,212787,D,2/11/10 0:00,33,M,Outside/Open Areas
6462,212815,I,2/10/10 0:00,65,M,Outside/Open Areas
6463,212815,I,2/10/10 0:00,66,M,Outside/Open Areas
6416,212869,D,2/10/10 0:00,54,M,Outside/Open Areas
6417,212884,D,2/10/10 0:00,51,M,Outside/Open Areas
6339,212908,I,1/3/10 0:00,33,M,Outside/Open Areas
6340,212973,I,1/19/10 0:00,56,M,Vehicle/Towed Trailer
6350,213012,D,1/30/10 0:00,34,F,Mobile/Trailer Home
6343,213044,D,1/29/10 0:00,9,F,Vehicle/Towed Trailer
6344,213044,D,1/29/10 0:00,41,F,Vehicle/Towed Trailer
6345,213084,D,1/29/10 0:00,,M,Vehicle/Towed Trailer
6356,213490,I,1/7/10 0:00,58,M,Vehicle/Towed Trailer
6361,213556,D,1/25/10 0:00,72,F,Vehicle/Towed Trailer
6362,213616,I,1/19/10 0:00,53,M,Vehicle/Towed Trailer
6363,213616,I,1/19/10 0:00,61,M,Vehicle/Towed Trailer
6369,213636,D,1/2/10 0:00,87,F,Permanent Home
6370,213636,D,1/4/10 0:00,72,M,Permanent Home
6371,213636,D,1/5/10 0:00,63,M,Permanent Home
6368,213637,D,1/3/10 0:00,80,F,Outside/Open Areas
6373,213638,D,1/28/10 0:00,60,M,Outside/Open Areas
6372,213638,D,1/27/10 0:00,86,F,Permanent Home
6377,213691,D,1/20/10 0:00,,M,In Water
6408,213700,D,1/5/10 0:00,,M,Permanent Home
6409,213701,D,1/1/10 0:00,68,M,Permanent Home
6410,213701,D,1/5/10 0:00,,F,Permanent Home
6382,213777,D,1/22/10 0:00,2,,Vehicle/Towed Trailer
6383,213853,D,1/18/10 0:00,21,M,Permanent Home
6389,213976,I,2/12/10 0:00,2,M,Vehicle/Towed Trailer
6390,213976,I,2/12/10 0:00,4,M,Vehicle/Towed Trailer
6412,214575,I,2/11/10 0:00,23,M,Vehicle/Towed Trailer
6398,214672,I,2/23/10 0:00,10,M,Vehicle/Towed Trailer
6399,214672,I,2/23/10 0:00,35,F,Vehicle/Towed Trailer
6401,214680,I,4/3/10 0:00,11,F,Vehicle/Towed Trailer
6436,214782,I,2/4/10 0:00,30,M,Vehicle/Towed Trailer
6406,214876,I,2/15/10 0:00,26,M,Vehicle/Towed Trailer
6453,214919,I,2/23/10 0:00,,,Vehicle/Towed Trailer
6437,215579,D,3/13/10 0:00,59,F,In Water
6438,215579,D,3/13/10 0:00,32,M,In Water
6523,215807,I,3/14/10 0:00,41,M,Vehicle/Towed Trailer
6439,215883,I,2/5/10 0:00,26,M,Vehicle/Towed Trailer
6440,215884,I,2/5/10 0:00,27,F,Vehicle/Towed Trailer
6441,215885,I,2/5/10 0:00,27,F,Vehicle/Towed Trailer
6442,215885,I,2/5/10 0:00,16,F,Vehicle/Towed Trailer
6503,215979,I,2/5/10 0:00,25,M,Vehicle/Towed Trailer
6504,215979,I,2/5/10 0:00,54,M,Vehicle/Towed Trailer
6443,216019,D,2/14/10 0:00,59,M,Permanent Home
6505,216118,I,2/5/10 0:00,74,M,Outside/Open Areas
6506,216129,I,2/5/10 0:00,74,M,Outside/Open Areas
6452,216130,I,2/21/10 0:00,48,M,Vehicle/Towed Trailer
6459,216243,I,3/20/10 0:00,7,F,Vehicle/Towed Trailer
6471,216577,D,2/13/10 0:00,34,M,In Water
6478,216805,I,2/12/10 0:00,,M,Vehicle/Towed Trailer
6597,217049,D,3/13/10 0:00,,,Vehicle/Towed Trailer
6595,217057,D,3/13/10 0:00,61,F,Permanent Home
6596,217057,D,3/13/10 0:00,39,F,Vehicle/Towed Trailer
6590,217069,D,3/13/10 0:00,73,F,Permanent Home
6494,217541,I,2/9/10 0:00,73,M,Permanent Home
6573,217598,I,3/17/10 0:00,49,M,Business
6499,217745,D,2/25/10 0:00,35,M,Under Tree
6502,218282,D,2/11/10 0:00,49,M,Outside/Open Areas
6568,218469,I,3/21/10 0:00,22,M,Vehicle/Towed Trailer
6569,218469,I,3/21/10 0:00,,M,Vehicle/Towed Trailer
6868,218494,D,4/17/10 0:00,83,M,Outside/Open Areas
6509,218499,D,2/12/10 0:00,12,F,In Water
6518,218778,D,3/14/10 0:00,42,M,Vehicle/Towed Trailer
6570,219097,D,1/6/10 0:00,,M,Outside/Open Areas
6528,219124,I,3/29/10 0:00,18,M,In Water
6529,219124,I,3/29/10 0:00,16,F,In Water
6615,219252,D,4/30/10 0:00,67,F,Permanent Home
6531,219265,D,4/30/10 0:00,63,M,Vehicle/Towed Trailer
6613,219271,D,5/1/10 0:00,45,M,In Water
6577,219644,D,2/11/10 0:00,26,M,Outside/Open Areas
6578,219745,D,2/23/10 0:00,,,Outside/Open Areas
6567,219748,D,3/14/10 0:00,49,M,Outside/Open Areas
6542,219973,D,3/30/10 0:00,44,M,Outside/Open Areas
6543,219973,D,3/30/10 0:00,44,M,Outside/Open Areas
6881,220150,D,3/30/10 0:00,,F,Outside/Open Areas
6550,220337,I,3/12/10 0:00,69,M,Vehicle/Towed Trailer
6556,220496,I,5/2/10 0:00,58,F,Vehicle/Towed Trailer
6566,221206,D,3/12/10 0:00,20,M,In Water
6571,221616,D,3/8/10 0:00,36,M,In Water
6572,221616,D,3/8/10 0:00,39,M,In Water
6575,221865,D,3/3/10 0:00,58,M,Outside/Open Areas
6585,222162,I,4/30/10 0:00,52,M,In Water
6586,222162,I,4/30/10 0:00,29,F,In Water
6587,222162,I,4/30/10 0:00,57,M,In Water
6588,222173,D,4/30/10 0:00,26,M,In Water
6599,222594,D,5/22/10 0:00,7,M,Outside/Open Areas
7665,222668,I,3/14/10 0:00,75,M,In Water
