YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201701,111564,676638,1,1.26,"WNW","ALMANOR",40.23,-121.19,4013800,12111400
201701,111564,676639,1,.69,"S","KYBURZ",38.77,-120.3,3846200,12018000
201701,111564,676641,1,4.25,"NE","LINCOLN",38.92,-121.22,3855200,12113200
201701,111564,676643,1,8.31,"N","PACIFIC",38.89,-120.51,3853400,12030600
201701,111564,676644,1,8.51,"ENE","WHEATLAND",39.04,-121.28,392400,12116800
201701,111564,676646,1,1.27,"ENE","BIDWELL BAR",39.56,-121.43,3933600,12125800
201701,111564,676648,1,.69,"S","EAST QUINCY",39.92,-120.9,3955200,12054000
201701,111564,676651,1,.88,"SW","PACIFIC",38.76,-120.51,3845600,12030600
201701,111564,676652,1,.88,"NW","ROCKLIN",38.81,-121.24,3848600,12114400
201701,111564,676653,1,7.56,"W","FALLEN LEAF",38.93,-120.21,3855800,12012600
201701,111564,676654,1,8.36,"N","PACIFIC",38.89,-120.48,3853400,12028800
201701,111564,676655,1,4.67,"NNE","LINCOLN",38.94,-121.24,3856400,12114400
201701,111564,676657,1,2.14,"NNW","CASTELLA",41.18,-122.33,4110800,12219800
201701,111564,676664,1,1.93,"NNW","DEL PASO HGTS",38.6267,-121.4805,3837602,12128830
201701,111564,676664,2,1.99,"N","DEL PASO HGTS",38.6286,-121.4731,3837716,12128386
201701,111564,676988,1,1,"N","COLFAX",39.1145,-120.95,396870,12057000
201701,111564,676988,2,.21,"S","SHADY GLEN",39.117,-120.95,397020,12057000
201701,111564,676988,3,.22,"SSE","SHADY GLEN",39.117,-120.9488,397020,12056928
201701,111564,676988,4,.39,"S","SHADY GLEN",39.1144,-120.9489,396864,12056934
201701,111564,677050,1,1.5,"W","SODA SPGS",39.3235,-120.4078,3919410,12024468
201701,111564,677050,2,1.41,"W","SODA SPGS",39.3195,-120.4064,3919170,12024384
201701,111564,677050,3,.62,"WNW","SODA SPGS",39.3228,-120.3909,3919368,12023454
201701,111564,677050,4,.63,"NNW","SODA SPGS",39.3286,-120.3841,3919716,12023046
201701,111564,677055,1,1.68,"SW","KYBURZ",38.7634,-120.3229,3845804,12019374
201701,111564,677055,2,1.54,"SW","KYBURZ",38.7668,-120.3231,3846008,12019386
201701,111564,677055,3,1.17,"SW","KYBURZ",38.77,-120.3175,3846200,12019050
201701,111564,677055,4,1.25,"SW","KYBURZ",38.7665,-120.3154,3845990,12018924
201701,111564,677100,1,.43,"NE","CHILI BAR",38.7742,-120.814,3846452,12048840
201701,111564,677100,2,.47,"NE","CHILI BAR",38.7738,-120.8128,3846428,12048768
201701,111564,677100,3,.38,"ENE","CHILI BAR",38.7725,-120.8137,3846350,12048822
201701,111564,677100,4,.37,"NE","CHILI BAR",38.7735,-120.8148,3846410,12048888
201701,111564,677106,1,.98,"NNW","SHADY GLEN",39.1322,-120.9594,397932,12057564
201701,111564,677106,2,.93,"NNW","SHADY GLEN",39.1316,-120.9589,397896,12057534
201701,111564,677106,3,.94,"NNW","SHADY GLEN",39.1314,-120.9595,397884,12057570
201701,111564,677106,4,.99,"NNW","SHADY GLEN",39.132,-120.96,397920,12057600
201701,111564,677354,1,3.62,"SE","BIRCHVILLE",39.299,-121.0955,3917940,1215730
201701,111564,677354,2,4,"SE","BIRCHVILLE",39.2974,-121.0882,3917844,1215292
201701,111564,677354,3,3.97,"SE","BIRCHVILLE",39.2923,-121.0939,3917538,1215634
201701,111484,672353,1,.65,"E","LIBERTY HILL",31.4008,-83.919,3124048,8355140
201701,111484,672354,1,2.61,"WSW","RED ROCK",31.5711,-83.9731,3134266,8358386
201701,111484,672355,1,3.15,"SW","SYLVESTER-WORTH ARPT",31.5125,-83.9204,3130750,8355224
201701,111484,672356,1,.54,"NE","SYLVESTER-WORTH ARPT",31.5555,-83.8835,3133330,8353010
201701,111484,672357,1,1.72,"NNW","RED ROCK",31.6042,-83.9369,3136252,8356214
201701,111484,672358,1,1.06,"ENE","ISABELLA",31.5658,-83.8334,3133948,8350004
201701,111484,672359,1,5.58,"NW","RED ROCK",31.626,-84.0079,3137560,84474
201701,111484,672360,1,.43,"NNW","ISABELLA",31.5654,-83.8536,3133924,8351216
201701,111484,672361,1,.34,"NE","ISABELLA",31.5631,-83.8456,3133786,8350736
201701,111484,672362,1,3.98,"NNW","RED ROCK",31.6335,-83.9551,3138010,8357306
201701,111484,672363,1,.45,"NNE","ISABELLA",31.5662,-83.8475,3133972,8350850
201701,111484,672364,1,2.25,"S","POULAN",31.4777,-83.7849,3128662,8347094
201701,111484,672365,1,3.51,"SSW","DOLES",31.6538,-83.9047,3139228,8354282
201701,111484,672365,2,4.41,"NE","RED ROCK",31.6245,-83.8761,3137470,8352566
201701,111484,673271,1,1.48,"WNW","DOLES",31.706,-83.9043,3142360,8354258
201701,111484,673274,1,1.47,"W","DOLES",31.7038,-83.9046,3142228,8354276
201701,111484,673275,1,3.1,"NE","RED ROCK",31.615,-83.897,3136900,8353820
201701,111484,673276,1,4.03,"SW","DOLES",31.6656,-83.9353,3139936,8356118
201701,111484,673277,1,3.84,"NNE","RED ROCK",31.6344,-83.9164,3138064,8354984
201701,111484,673278,1,4,"NNE","RED ROCK",31.6282,-83.8924,3137692,8353544
201701,111484,673280,1,.65,"NW","DOLES",31.7076,-83.8865,3142456,8353190
201701,111484,673284,1,.88,"ESE","DOLES",31.6963,-83.8657,3141778,8351942
201701,111484,673285,1,3.72,"S","DOLES",31.6463,-83.8749,3138778,8352494
201701,111484,673288,1,.67,"SSW","DOLES",31.6906,-83.8831,3141436,8352986
201701,111484,673289,1,1.16,"ESE","DOLES",31.6966,-83.8607,3141796,8351642
201701,111484,673291,1,1.19,"E","DOLES",31.7031,-83.8601,3142186,8351606
201701,111484,673292,1,2.05,"ESE","DOLES",31.6875,-83.8484,3141250,8350904
201701,111484,673293,1,2.2,"ENE","DOLES",31.7114,-83.8451,3142684,8350706
201701,111484,673295,1,3.21,"SE","DOLES",31.6733,-83.8354,3140398,8350124
201701,111484,673297,1,6.3,"NE","DOLES",31.7675,-83.808,3146050,8348480
201701,111484,673298,1,.98,"NNW","ISABELLA",31.5737,-83.8543,3134422,8351258
201701,111484,673299,1,3.23,"SW","DAKOTA",31.7388,-83.7309,3144328,8343854
201701,111484,673300,1,2.07,"NE","DAKOTA",31.7887,-83.6624,3147322,8339744
201701,111484,673301,1,1.37,"N","ASHBURN",31.7195,-83.6545,3143170,8339270
201701,111484,673302,1,1.25,"S","DAKOTA",31.7522,-83.6938,3145132,8341628
201701,111484,673303,1,2.73,"NE","WORTH",31.7778,-83.637,3146668,8338220
201701,111484,673304,1,6.69,"ENE","ASHBURN-TURNER ARPT",31.705,-83.5201,3142300,8331206
201701,111484,673305,1,1.12,"WNW","AMBOY",31.7967,-83.5974,3147802,8335844
201701,111484,673306,1,3.87,"NNW","AMBOY",31.842,-83.6043,3150520,8336258
201701,111484,673307,1,1.9,"SE","AMBOY",31.7699,-83.5579,3146194,8333474
201701,111484,673308,1,3.89,"SSW","REBECCA",31.7468,-83.5018,3144808,8330108
201701,111484,673309,1,3.53,"NW","REBECCA",31.8389,-83.519,3150334,8331140
201701,111564,665642,1,3.79,"NNW","BRIDGE HOUSE",38.5497,-121.1099,3832982,1216594
201701,111564,665642,2,3.7,"NNW","BRIDGE HOUSE",38.5469,-121.1131,3832814,1216786
201701,111564,665642,3,4.1,"NNW","BRIDGE HOUSE",38.5518,-121.1168,3833108,1217008
201701,111564,665642,4,4,"NNW","BRIDGE HOUSE",38.552,-121.1126,3833120,1216756
201701,111564,665645,1,1.45,"NE","DILLARD",38.4171,-121.2346,3825026,12114076
201701,111564,665645,2,1.51,"NE","DILLARD",38.4163,-121.2313,3824978,12113878
201701,111564,665645,3,1.71,"NE","DILLARD",38.4184,-121.229,3825104,12113740
201701,111564,665645,4,1.62,"NNE","DILLARD",38.4197,-121.2337,3825182,12114022
201701,111564,665646,1,2.94,"ENE","MAYHEW",38.5304,-121.2472,3831824,12114832
201701,111564,665646,2,1.93,"NNW","SLOUGH HOUSE",38.5258,-121.1936,3831548,12111616
201701,111564,665646,3,1.67,"NW","SLOUGH HOUSE",38.5172,-121.2017,3831032,12112102
201701,111564,665646,4,2.76,"E","MAYHEW",38.523,-121.2491,3831380,12114946
201701,111564,665647,1,1.27,"NNW","SHIPPEE",39.5476,-121.687,3932856,12141220
201701,111564,665647,2,1.79,"NNW","SHIPPEE",39.5553,-121.6872,3933318,12141232
201701,111564,665647,3,2.8,"N","THERMALITO",39.5605,-121.5982,3933630,12135892
201701,111564,665647,4,2.31,"N","THERMALITO",39.5531,-121.5934,3933186,12135604
201701,111564,665653,1,3.74,"W","SODA SPGS",39.32,-120.45,3919200,12027000
201701,111564,665653,2,3.17,"W","SODA SPGS",39.3249,-120.439,3919494,12026340
201701,111564,665653,3,2.94,"W","SODA SPGS",39.3201,-120.4351,3919206,12026106
201701,111564,665653,4,3.4,"W","SODA SPGS",39.3188,-120.4435,3919128,12026610
201701,111564,665655,1,.28,"W","PULGA",39.7995,-121.4552,3947970,12127312
201701,111564,665655,2,.63,"ENE","PULGA",39.8019,-121.4384,3948114,12126304
201701,111564,665655,3,1.49,"SSE","PULGA",39.7792,-121.4429,3946752,12126574
201701,111564,665655,4,1.48,"SSW","PULGA",39.7794,-121.458,3946764,12127480
201701,111564,674297,1,3.32,"SW","LINCOLN",38.8491,-121.3272,3850946,12119632
201701,111564,674297,2,3.14,"SW","LINCOLN",38.8502,-121.3241,3851012,12119446
201701,111564,674965,1,3.68,"WSW","DAYTON",39.6249,-121.941,3937494,12156460
201701,111564,674965,2,4.1,"WSW","DAYTON",39.6236,-121.9489,3937416,12156934
201701,111564,674965,3,3.68,"WSW","CHICO RANCHAERO ARPT",39.6987,-121.9335,3941922,12156010
201701,111564,674965,4,3.03,"WSW","CHICO RANCHAERO ARPT",39.7002,-121.9208,3942012,12155248
201701,111564,674966,1,1.74,"SW","MERLIN",39.88,-121.37,3952800,12122200
201701,111564,674966,2,2.01,"SSW","MERLIN",39.8758,-121.3709,3952548,12122254
201701,111564,674966,3,2.09,"SW","MERLIN",39.8757,-121.3735,3952542,12122410
201701,111564,674966,4,1.79,"SW","MERLIN",39.8802,-121.3719,3952812,12122314
201701,111564,675908,1,2,"NW","RUMSEY",38.9005,-122.2563,3854030,12215378
201701,111564,675908,2,2.48,"NNW","GUINDA",38.882,-122.3012,3852920,12218072
201701,111564,675908,3,11.41,"NW","RUMSEY",38.9984,-122.3781,3859904,12222686
201701,111564,675908,4,12,"NNW","RUMSEY",39.0283,-122.3465,391698,12220790
201701,111564,676612,1,0,"N","SODA SPGS",39.32,-120.38,3919200,12022800
201701,111564,676612,2,.12,"NNE","SODA SPGS",39.3217,-120.3795,3919302,12022770
201701,111564,676612,3,.15,"NE","SODA SPGS",39.3214,-120.378,3919284,12022680
201701,111564,676612,4,.09,"ESE","SODA SPGS",39.3195,-120.3785,3919170,12022710
201701,111564,676613,1,.87,"NE","CHICO",39.74,-121.82,3944400,12149200
201701,111564,676613,2,1.18,"NE","CHICO",39.7442,-121.8176,3944652,12149056
201701,111564,676613,3,1.21,"NE","CHICO",39.7439,-121.816,3944634,12148960
201701,111564,676613,4,.83,"NE","CHICO",39.7384,-121.8188,3944304,12149128
201701,111564,676614,1,1.1,"WNW","CANYONDAM",40.174,-121.0902,4010440,1215412
201701,111564,676614,2,.77,"WNW","CANYONDAM",40.1727,-121.0842,4010362,1215052
201701,111564,676614,3,.82,"W","CANYONDAM",40.1718,-121.0853,4010308,1215118
201701,111564,676614,4,1.1,"WNW","CANYONDAM",40.1732,-121.0905,4010392,1215430
201701,111564,676615,1,12.63,"ENE","AFTON",39.4687,-121.7419,3928122,12144514
201701,111564,676615,2,12.61,"ENE","AFTON",39.4607,-121.7397,3927642,12144382
201701,111564,676615,3,.76,"SE","BUTTE CITY",39.4617,-121.9707,3927702,12158242
201701,111564,676615,4,.53,"ESE","BUTTE CITY",39.4671,-121.9707,3928026,12158242
201701,111564,676616,1,.47,"ENE","ALTA",39.2015,-120.8115,3912090,12048690
201701,111564,676616,2,.44,"E","ALTA",39.2012,-120.8119,3912072,12048714
201701,111564,676616,3,.46,"E","ALTA",39.2006,-120.8114,3912036,12048684
201701,111564,676616,4,.48,"E","ALTA",39.201,-120.8111,3912060,12048666
201701,111564,676617,1,.54,"E","JACKSON",38.35,-120.77,3821000,12046200
201701,111564,676617,2,.45,"ESE","JACKSON",38.3465,-120.773,3820790,12046380
201701,111564,676617,3,.32,"ESE","JACKSON",38.3477,-120.7748,3820862,12046488
201701,111564,676617,4,.51,"E","JACKSON",38.3505,-120.7706,3821030,12046236
201701,111564,676618,1,1.75,"NE","WILLIAMS",39.17,-122.13,3910200,1227800
201701,111564,676618,2,1.46,"WSW","COLUSA DAVIS ARPT",39.1925,-122.0756,3911550,1224536
201701,111564,676618,3,2.33,"W","COLUSA DAVIS ARPT",39.2027,-122.0935,3912162,1225610
201701,111564,676618,4,1.93,"E","DELPHOS",39.1784,-122.134,3910704,1228040
201701,111564,676619,1,2.59,"WSW","CHEMURGIC",37.45,-120.96,3727000,12057600
201701,111564,676622,1,3.74,"W","SODA SPGS",39.32,-120.45,3919200,12027000
201701,111564,676623,1,3.77,"E","KYBURZ",38.78,-120.23,3846800,12013800
201701,111564,676624,1,.69,"S","PACIFIC",38.76,-120.5,3845600,12030000
201701,111564,676625,1,3.31,"WNW","MIDDLETOWN",38.76,-122.68,3845600,12240800
201701,111564,676626,1,1.75,"SE","CISCO",39.28,-120.53,3916800,12031800
201701,111564,676627,1,.53,"W","LA PORTE",39.68,-120.99,3940800,12059400
201701,111564,676628,1,3.47,"WSW","BUCKS LAKE",39.85,-121.24,3951000,12114400
201701,111564,676629,1,0,"N","FOOTHILL FARMS",38.68,-121.33,3840800,12119800
201701,111354,664501,1,1.35,"WNW","ALLRED",32.99,-102.94,3259400,10256400
201701,111354,664502,1,.58,"E","BROWNFIELD",33.18,-102.27,3310800,10216200
201701,111482,671762,1,2.37,"E","NEW HARMONY",30.85,-86.24,3051000,8614400
201701,111482,671763,1,0,"N","PROSPERITY",30.85,-85.94,3051000,8556400
201701,111482,671763,2,0,"N","BONIFAY",30.78,-85.68,3046800,8540800
201701,111482,671764,1,0,"N","GRACEVILLE",30.95,-85.51,3057000,8530600
201701,111482,671766,1,0,"N","COTTONDALE",30.79,-85.37,3047400,8522200
201701,111482,671767,1,0,"N","(MAI)MARIANNA MUNICIPAL ARPT",30.83,-85.18,3049800,8510800
201701,111482,671768,1,0,"N","GREENWOOD",30.87,-85.16,3052200,859600
201701,111482,671769,1,1.82,"SW","LIBERTY",30.8,-86.23,3048000,8613800
201701,111482,671769,2,1.65,"SSW","LIBERTY",30.7998,-86.2247,3047988,8613482
201701,111482,671769,3,1.36,"SW","LIBERTY",30.8039,-86.2231,3048234,8613386
201701,111482,671769,4,1.58,"SW","LIBERTY",30.8044,-86.2294,3048264,8613764
201701,111482,671770,1,1.91,"WSW","CANEY CREEK",30.88,-86.23,3052800,8613800
201701,111482,671770,2,2.18,"ESE","GORDON",30.872,-86.2344,3052320,8614064
201701,111482,671770,3,1.87,"SW","CANEY CREEK",30.8703,-86.2215,3052218,8613290
201701,111482,671770,4,1.41,"WSW","CANEY CREEK",30.8806,-86.221,3052836,8613260
201701,111482,671771,1,.87,"ESE","SMITH CROSSROADS",30.9737,-85.7573,3058422,8545438
201701,111482,671771,2,1.26,"SE","SMITH CROSSROADS",30.9697,-85.7524,3058182,8545144
201701,111482,671771,3,1.33,"ESE","SMITH CROSSROADS",30.9715,-85.7499,3058290,8544994
201701,111482,671771,4,1.06,"ESE","SMITH CROSSROADS",30.9747,-85.7531,3058482,8545186
201701,111482,671772,1,.34,"W","BETHLEHEM",30.9198,-85.7357,3055188,8544142
201701,111482,671772,2,.43,"SW","BETHLEHEM",30.9149,-85.7343,3054894,8544058
201701,111482,671772,3,1.13,"ESE","BETHLEHEM",30.9122,-85.7133,3054732,8542798
201701,111482,671772,4,1.05,"E","BETHLEHEM",30.9199,-85.7123,3055194,8542738
201701,111482,671773,1,0,"N","CURRY FERRY",30.92,-85.84,3055200,8550400
201701,111482,671773,2,.7,"NNW","CURRY FERRY",30.9289,-85.8456,3055734,8550736
201701,111482,671773,3,1.18,"W","CURRY FERRY",30.9224,-85.8597,3055344,8551582
201701,111482,671773,4,.14,"SSW","IZAGORA",30.9082,-85.8411,3054492,8550466
201701,111482,671774,1,.5,"SSE","PITTMAN",30.9334,-85.8165,3056004,8548990
201701,111482,671774,2,.82,"SSE","PITTMAN",30.9286,-85.8161,3055716,8548966
201701,111482,671774,3,.89,"SSW","PITTMAN",30.9284,-85.8266,3055704,8549596
201701,111482,671774,4,.42,"SW","PITTMAN",30.9352,-85.8242,3056112,8549452
201701,111482,671775,1,1.52,"SW","SMITH CROSSROADS",30.9624,-85.7854,3057744,8547124
201701,111482,671775,2,1.21,"S","SMITH CROSSROADS",30.9625,-85.7681,3057750,8546086
201701,111482,671775,3,1.56,"WNW","MILLER CROSSROADS",30.9463,-85.7654,3056778,8545924
201701,111482,671775,4,2.32,"W","MILLER CROSSROADS",30.9437,-85.7789,3056622,8546734
201701,111482,671776,1,1.09,"W","SMITH CROSSROADS",30.9784,-85.7883,3058704,8547298
201701,111482,671776,2,1.53,"W","SMITH CROSSROADS",30.9788,-85.7958,3058728,8547748
201701,111482,671776,3,1.52,"E","PITTMAN",30.9418,-85.7944,3056508,8547664
201701,111482,671776,4,1.75,"E","PITTMAN",30.9421,-85.7906,3056526,8547436
201701,111482,671777,1,.8,"SSW","ROYALS CROSSROADS",30.9587,-85.9927,3057522,8559562
201701,111482,671777,2,.66,"SW","ROYALS CROSSROADS",30.9632,-85.9978,3057792,8559868
201701,111482,671777,3,1.75,"WSW","ROYALS CROSSROADS",30.958,-86.0161,3057480,86966
201701,111482,671777,4,1.86,"N","LEONIA",30.9368,-86.0123,3056208,86738
201701,111482,671777,5,2.02,"NE","LEONIA",30.9317,-85.987,3055902,8559220
201701,111482,671777,6,1.92,"SSE","ROYALS CROSSROADS",30.9436,-85.9797,3056616,8558782
201701,111482,671778,1,.58,"W","SMITH CROSSROADS",30.9804,-85.7798,3058824,8546788
201701,111482,671778,2,.29,"WSW","SMITH CROSSROADS",30.9789,-85.7747,3058734,8546482
201701,111482,671778,3,1.68,"SSW","SMITH CROSSROADS",30.9591,-85.7843,3057546,8547058
201701,111482,671778,4,1.94,"SW","SMITH CROSSROADS",30.9602,-85.7931,3057612,8547586
201701,111482,671779,1,1.6,"NNE","PITTMAN",30.9604,-85.807,3057624,8548420
201701,111482,671779,2,2.01,"NNE","PITTMAN",30.9669,-85.807,3058014,8548420
201701,111482,671779,3,1.86,"NNE","PITTMAN",30.9664,-85.8138,3057984,8548828
201701,111482,671779,4,1.48,"NNE","PITTMAN",30.9606,-85.8136,3057636,8548816
201701,111482,671780,1,1.37,"WNW","SMITH CROSSROADS",30.99,-85.79,3059400,8547400
201701,111482,671780,2,1.03,"WSW","SMITH CROSSROADS",30.976,-85.7867,3058560,8547202
201701,111482,671780,3,.13,"W","SMITH CROSSROADS",30.98,-85.7721,3058800,8546326
201701,111482,671780,4,1.04,"NNW","SMITH CROSSROADS",30.9934,-85.7778,3059604,8546668
201701,111482,671780,5,1.39,"NW","SMITH CROSSROADS",30.9935,-85.7875,3059610,8547250
201701,111482,671781,1,2.67,"WNW","SMITH CROSSROADS",30.9936,-85.8121,3059616,8548726
201701,111482,671781,2,1.44,"NNE","PITTMAN",30.9592,-85.8107,3057552,8548642
201701,111482,671781,3,1.81,"SW","SMITH CROSSROADS",30.9595,-85.7891,3057570,8547346
201701,111482,671781,4,1.23,"NW","SMITH CROSSROADS",30.994,-85.7828,3059640,8546968
201701,111482,671782,1,2.83,"SSE","BETHLEHEM",30.88,-85.72,3052800,8543200
201701,111482,671782,2,3.01,"SSE","BETHLEHEM",30.8779,-85.7169,3052674,8543014
201701,111482,671782,3,2.95,"SSE","BETHLEHEM",30.8797,-85.7137,3052782,8542822
201701,111482,671782,4,2.72,"SSE","BETHLEHEM",30.8819,-85.7185,3052914,8543110
201701,111482,671783,1,2.74,"WSW","BARKER STORE",30.9001,-85.9548,3054006,8557288
201701,111482,671783,2,2.6,"NNW","HUDSON",30.896,-85.9525,3053760,8557150
201701,111482,671783,3,.82,"WSW","BARKER STORE",30.9064,-85.9232,3054384,8555392
201701,111482,671783,4,.91,"WNW","BARKER STORE",30.916,-85.9236,3054960,8555416
201701,111482,671783,5,1.98,"W","BARKER STORE",30.9122,-85.9434,3054732,8556604
201701,111482,671784,1,2.16,"SSE","GRITNEY",30.8,-85.82,3048000,8549200
201701,111482,671784,2,1.56,"SSE","GRITNEY",30.81,-85.8178,3048600,8549068
201701,111482,671784,3,1.46,"SSE","GRITNEY",30.8102,-85.8214,3048612,8549284
201701,111482,671784,4,1.95,"S","GRITNEY",30.8021,-85.8254,3048126,8549524
201701,111482,671785,1,3.61,"NNW","PONCE DE LEON",30.7662,-85.9585,3045972,8557510
201701,111482,671785,2,3.87,"NNW","PONCE DE LEON",30.7707,-85.9577,3046242,8557462
201701,111482,671785,3,3.23,"N","PONCE DE LEON",30.7665,-85.9244,3045990,8555464
201701,111482,671785,4,2.86,"N","PONCE DE LEON",30.7611,-85.9236,3045666,8555416
201701,111482,671785,5,2.78,"NNW","PONCE DE LEON",30.7583,-85.9447,3045498,8556682
201701,111482,671786,1,4.19,"SE","BETHLEHEM",30.87,-85.69,3052200,8541400
201701,111482,671786,2,3.77,"SSE","BETHLEHEM",30.8728,-85.6982,3052368,8541892
201701,111482,671786,3,4.14,"SSE","BETHLEHEM",30.8679,-85.6955,3052074,8541730
201701,111482,671786,4,4.62,"WSW","NOMA",30.8585,-85.6888,3051510,8541328
201701,111482,671786,5,4.68,"WSW","NOMA",30.8543,-85.6871,3051258,8541226
201701,111482,671786,6,4.07,"WSW","NOMA",30.8622,-85.6805,3051732,8540830
201701,111482,671786,7,3.98,"WSW","NOMA",30.8695,-85.6827,3052170,8540962
201701,111482,671787,1,.44,"WSW","POND CREEK",30.787,-86.3865,3047220,8623190
201701,111482,671787,2,.12,"WSW","POND CREEK",30.7891,-86.3816,3047346,8622896
201701,111482,671787,3,.49,"SSE","POND CREEK",30.7832,-86.3779,3046992,8622674
201701,111482,671787,4,1.28,"S","POND CREEK",30.7718,-86.3763,3046308,8622578
201701,111483,671744,1,3.28,"SSW","SLOCOMB",31.06,-85.62,313600,8537200
201701,111483,671744,2,3.41,"SW","SLOCOMB",31.0616,-85.6263,313696,8537578
201701,111483,671744,3,3.81,"SW","SLOCOMB",31.055,-85.6271,313300,8537626
201701,111483,671744,4,3.74,"SSW","SLOCOMB",31.054,-85.6234,313240,8537404
201701,111483,671745,1,1.91,"ENE","BLACK",31.02,-85.71,311200,8542600
201701,111483,671745,2,1.86,"ENE","BLACK",31.016,-85.7094,31960,8542564
201701,111483,671745,3,2.17,"E","BLACK",31.016,-85.7041,31960,8542246
201701,111483,671745,4,2.13,"ENE","BLACK",31.0205,-85.7062,311230,8542372
201701,111483,671746,1,3.64,"SW","SLOCOMB",31.06,-85.63,313600,8537800
201701,111483,671746,2,2.67,"WSW","SLOCOMB",31.0814,-85.6296,314884,8537776
201701,111483,671746,3,3.08,"WSW","SLOCOMB",31.0812,-85.6372,314872,8538232
201701,111483,671746,4,3.94,"SW","SLOCOMB",31.0591,-85.6363,313546,8538178
201701,111483,671747,1,.59,"E","REHOBETH",31.13,-85.42,317800,8525200
201701,111483,671747,2,1.36,"N","REHOBETH",31.1493,-85.4339,318958,8526034
201701,111483,671747,3,1.12,"NNW","REHOBETH",31.1449,-85.4375,318694,8526250
201701,111483,671747,4,1.47,"SSE","REHOBETH",31.1092,-85.4249,316552,8525494
201701,111483,671747,5,1.19,"WSW","OLYMPIA SPA RESORT",31.1126,-85.4183,316756,8525098
201701,111484,670334,1,1.66,"SW","COOKTOWN",31.1844,-84.5714,3111064,8434284
201701,111484,670334,2,1.04,"NE","COOKTOWN",31.2114,-84.5385,3112684,8432310
201701,111484,670335,1,2.88,"SSW","MIMSVILLE",31.2114,-84.5385,3112684,8432310
201701,111484,670335,2,1,"N","HAWKINSTOWN",31.2745,-84.4412,3116470,8426472
201701,111484,670336,1,1.53,"NNW","LOCKETT CROSSING",31.571,-84.258,3134260,8415480
201701,111484,670336,2,.45,"NW","TURNER CITY",31.595,-84.105,3135700,846300
201701,111484,670337,1,6.42,"NE","TURNER CITY",31.6417,-84.0093,3138502,84558
201701,111484,670337,2,6.67,"N","ACREE",31.6465,-83.9934,3138790,8359604
201701,111484,670338,1,5.92,"NW","RED ROCK",31.6465,-83.9934,3138790,8359604
201701,111484,670338,2,1.79,"SSE","DOLES",31.6783,-83.8633,3140698,8351798
201701,111484,670339,1,.82,"NE","SAWHATCHEE",31.2767,-85.0086,3116602,85516
201701,111484,670339,2,3.25,"ESE","LUKE",31.3053,-84.9432,3118318,8456592
201701,111484,670341,1,1.22,"SW","CENTERVILLE",31.2567,-84.9037,3115402,8454222
201701,111484,670341,2,2.02,"NNW","OLD DAMASCUS",31.328,-84.7396,3119680,8444376
201701,111484,670343,1,.95,"SW","ROWENA",31.369,-84.7196,3122140,8443176
201701,111484,670343,2,.84,"NE","NICHOLASVILLE",31.4099,-84.6618,3124594,8439708
201701,111484,670344,1,1.23,"NNW","RIVERTURN",30.9973,-84.945,3059838,8456700
201701,111484,670344,2,1.31,"WSW","DAVIS PARK",31.0257,-84.8915,311542,8453490
201701,111484,670348,1,2.82,"N","BACONTON",31.4107,-84.164,3124642,849840
201701,111484,670348,2,5.56,"NE","BACONTON",31.4337,-84.1023,3126022,846138
201701,111484,670353,1,3.93,"SW","DAKOTA",31.734,-83.7417,3144040,8344502
201701,111484,670353,2,2.58,"ENE","DAKOTA",31.7877,-83.6514,3147262,8339084
201701,111484,670354,1,.54,"NW","LEARY",31.4846,-84.5174,3129076,8431044
201701,111484,670354,2,.89,"N","LEARY",31.4928,-84.5117,3129568,8430702
201701,111484,671790,1,.69,"N","BETHANY",30.86,-84.73,3051600,8443800
201701,111484,671791,1,1.91,"ESE","HANOVER",30.92,-84.61,3055200,8436600
201701,111484,671791,2,1.15,"NW","WEST BAINBRIDGE",30.9223,-84.5931,3055338,8435586
201701,111484,671792,1,0,"N","COLEMAN",31.67,-84.89,3140200,8453400
201701,111484,671793,1,0,"N","NEWTON",31.31,-84.33,3118600,8419800
201701,111484,671794,1,0,"N","DAWSON",31.77,-84.44,3146200,8426400
201701,111484,671799,1,2.45,"WNW","ALBANY",31.58,-84.21,3134800,8412600
201701,111484,671800,1,0,"N","DUCKER",31.52,-84.36,3131200,8421600
201701,111484,671801,1,2,"SE","RECOVERY",30.7295,-84.6962,3043770,8441772
201701,111484,671802,1,2,"NE","ELPINO",31.0105,-84.2061,31630,8412366
201701,111484,671803,1,1,"WNW","SPENCE",31.0355,-84.1756,312130,8410536
201701,111484,671804,1,.69,"N","ISABELLA",31.57,-83.85,3134200,8351000
201701,111484,671805,1,1.82,"NW","QUALITY",31.06,-84.09,313600,845400
201701,111484,671806,1,0,"N","STOCKS",31.65,-84.09,3139000,845400
201701,111484,671808,1,2.46,"W","SOUTH MOULTRIE",31.1433,-83.8109,318598,8348654
201701,111484,671809,1,0,"N","BAY",31.19,-83.92,3111400,8355200
201701,111484,671809,2,0,"N","ELLENTON",31.17,-83.58,3110200,8334800
201701,111484,671810,1,0,"N","LULAVILLE",31.77,-83.24,3146200,8314400
201701,111484,671811,1,3.62,"SE","ADEL",31.0997,-83.3702,315982,8322212
